product_id,product_code,stock
104947, 67493, 0
104948, 67643, 51
104949, 67649, 8
104950, 67722, 51
104951, 67723, 51
104952, 67724, 0
104953, 67725, 51
104954, 67728, 8
104955, 67729, 8
104956, 67730, 8
104957, 67760, 0
104958, 67761, 0
104959, 67763, 2
104960, 67765, 6
104961, 67787, 51
104962, 67788, 51
104963, 67851, 8
104964, 67872, 51
104965, 67884, 8
104966, 67905, 51
104967, 68004, 8
104968, 68067, 8
104969, 68070, 8
104970, 68073, 8
104971, 68281, 0
104972, 68316, 51
104973, 68319, 8
104974, 68448, 51
104975, 68476, 8
104976, 68477, 51
104977, 68479, 8
104978, 68480, 8
104979, 68481, 8
104980, 68482, 8
104981, 68542, 0
104982, 68543, 0
104983, 68544, 51
104984, 68545, 0
104985, 68547, 51
104986, 68548, 51
104987, 68550, 51
104988, 68551, 0
104989, 68552, 51
104990, 68553, 51
104991, 68554, 51
104992, 68555, 51
104993, 68606, 0
104994, 68608, 8
104995, 68622, 0
104996, 68628, 8
104997, 68630, 51
104998, 68634, 3
104999, 68638, 8
105000, 68639, 8
105001, 68640, 8
105002, 68689, 6
105003, 68732, 8
105004, 68742, 0
105005, 68743, 5
105006, 68744, 8
105007, 68746, 0
105008, 68772, 0
105009, 68773, 8
105010, 68867, 0
105011, 68868, 8
105012, 68869, 5
105013, 68883, 4
105014, 68884, 8
105015, 68885, 1
105016, 68900, 51
105017, 68901, 5
105018, 68902, 6
105019, 68909, 0
105020, 68910, 8
105021, 68912, 8
105022, 68913, 8
105023, 68914, 0
105024, 68915, 8
105025, 68938, 8
105026, 69019, 51
105027, 69040, 0
105028, 69043, 1
105029, 69044, 0
105030, 69063, 0
105031, 69075, 51
105032, 69076, 51
105033, 69129, 0
105034, 69187, 4
105035, 69188, 8
105036, 69189, 8
105037, 69217, 51
105038, 69277, 8
105039, 69282, 8
105040, 69283, 8
105041, 69285, 8
105042, 69336, 8
105043, 69337, 51
105044, 69347, 0
105045, 69432, 8
105046, 69618, 8
105047, 69650, 3
105048, 69656, 8
105049, 69785, 8
105050, 69786, 0
105051, 69787, 0
105052, 69788, 8
105053, 69789, 8
105054, 69791, 8
105055, 69848, 8
105056, 69859, 51
105057, 69860, 51
105058, 69861, 51
105059, 69862, 51
105060, 69864, 51
105061, 69955, 8
105062, 69956, 8
105063, 69958, 8
105064, 69960, 0
105065, 69961, 0
105066, 69964, 8
105067, 69987, 51
105068, 70000, 8
105069, 70002, 2
105070, 70102, 8
105071, 70111, 51
105072, 70115, 5
105073, 70175, 0
105074, 70177, 0
105075, 70179, 0
105076, 70180, 0
105077, 70282, 0
105078, 70283, 0
105079, 70412, 8
105080, 70416, 8
105081, 70417, 0
105082, 70461, 0
105083, 70465, 4
105084, 70466, 1
105085, 70476, 51
105086, 70477, 51
105087, 70525, 51
105088, 70526, 8
105089, 70531, 8
105090, 70539, 51
105091, 70543, 0
105092, 70550, 0
105093, 70556, 7
105094, 70557, 0
105095, 70593, 8
105096, 70607, 51
105097, 70608, 51
105098, 70613, 0
105099, 70704, 51
105100, 70711, 0
105101, 70712, 0
105102, 70725, 0
105103, 70757, 5
105104, 70758, 8
105105, 70785, 8
105106, 70794, 51
105107, 70823, 8
105108, 70948, 0
105109, 70966, 0
105110, 71101, 8
105111, 71102, 8
105112, 71106, 8
105113, 71107, 51
105114, 71108, 6
105115, 71113, 8
105116, 71117, 8
105117, 71266, 8
105118, 71267, 8
105119, 71269, 8
105120, 71273, 0
105121, 71307, 3
105122, 71349, 51
105123, 71350, 8
105124, 71351, 8
105125, 71353, 8
105126, 71355, 8
105127, 71359, 51
105128, 71456, 51
105129, 71475, 1
105130, 71531, 51
105131, 71559, 0
105132, 71614, 6
105133, 71615, 8
105134, 71616, 8
105135, 71619, 2
105136, 71645, 0
105137, 71659, 51
105138, 71684, 51
105139, 71685, 0
105140, 71686, 51
105141, 71687, 51
105142, 71688, 51
105143, 71769, 8
105144, 71771, 8
105145, 72295, 8
105146, 72296, 51
105147, 72325, 0
105148, 72329, 2
105149, 72341, 51
105150, 72350, 0
105151, 72352, 0
105152, 72353, 0
105153, 72372, 5
105154, 72395, 0
105155, 72396, 0
105156, 72398, 0
105157, 72399, 0
105158, 72400, 0
105159, 72401, 0
105160, 72509, 0
105161, 72510, 0
105162, 72557, 0
105163, 72608, 51
105164, 72609, 51
105165, 72623, 8
105166, 72624, 0
105167, 72625, 3
105168, 72626, 8
105169, 72627, 7
105170, 72628, 0
105171, 72629, 8
105172, 72639, 0
105173, 72641, 4
105174, 72642, 0
105175, 72643, 0
105176, 72680, 8
105177, 72682, 8
105178, 72684, 8
105179, 72686, 8
105180, 72688, 8
105181, 72690, 8
105182, 72691, 8
105183, 72692, 8
105184, 73091, 8
105185, 73093, 0
105186, 73122, 8
105187, 73123, 8
105188, 73124, 8
105189, 73132, 51
105190, 73176, 0
105191, 73221, 8
105192, 73241, 1
105193, 73255, 8
105194, 73257, 8
105195, 73261, 8
105196, 73262, 3
105197, 73263, 6
105198, 73264, 0
105199, 73273, 8
105200, 73274, 8
105201, 73275, 8
105202, 73276, 8
105203, 73353, 51
105204, 73354, 51
105205, 73355, 51
105206, 73402, 8
105207, 73406, 51
105208, 73407, 51
105209, 73408, 8
105210, 73409, 8
105211, 73410, 8
105212, 73434, 51
105213, 73436, 8
105214, 73442, 0
105215, 73534, 0
105216, 73542, 5
105217, 73546, 2
105218, 73598, 1
105219, 73605, 8
105220, 73679, 0
105221, 73681, 8
105222, 73739, 51
105223, 73742, 2
105224, 73867, 51
105225, 73906, 0
105226, 73991, 8
105227, 74039, 8
105228, 74040, 8
105229, 74041, 8
105230, 74075, 51
105231, 74078, 8
105232, 74100, 8
105233, 74101, 8
105234, 74208, 0
105235, 74238, 0
105236, 74257, 1
105237, 74260, 8
105238, 74261, 8
105239, 74289, 0
105240, 74314, 51
105241, 74351, 0
105242, 74381, 8
105243, 74395, 51
105244, 74396, 8
105245, 74507, 3
105246, 74553, 51
105247, 74554, 51
105248, 74555, 51
105249, 74567, 8
105250, 74581, 51
105251, 74582, 6
105252, 74583, 51
105253, 74584, 8
105254, 74585, 8
105255, 74586, 51
105256, 74588, 8
105257, 74600, 1
105258, 74603, 7
105259, 74604, 0
105260, 74635, 8
105261, 74651, 8
105262, 74653, 8
105263, 74654, 51
105264, 74655, 51
105265, 74657, 51
105266, 74658, 51
105267, 74659, 2
105268, 74664, 0
105269, 74686, 51
105270, 74688, 0
105271, 74689, 51
105272, 74692, 51
105273, 74693, 8
105274, 74694, 8
105275, 74697, 0
105276, 74698, 0
105277, 74699, 8
105278, 74700, 51
105279, 74734, 8
105280, 74742, 51
105281, 74792, 8
105282, 74799, 0
105283, 74825, 51
105284, 74830, 51
105285, 74851, 0
105286, 74859, 4
105287, 74903, 6
105288, 74916, 8
105289, 74935, 6
105290, 74957, 6
105291, 74977, 8
105292, 74978, 5
105293, 74979, 8
105294, 75018, 51
105295, 75019, 8
105296, 75036, 51
105297, 75037, 51
105298, 75038, 51
105299, 75039, 5
105300, 75044, 8
105301, 75047, 8
105302, 75066, 8
105303, 75069, 8
105304, 75071, 8
105305, 75138, 2
105306, 75151, 8
105307, 75152, 8
105308, 75165, 51
105309, 75178, 0
105310, 75194, 8
105311, 75195, 8
105312, 75199, 51
105313, 75200, 51
105314, 75201, 51
105315, 75202, 8
105316, 75203, 8
105317, 75205, 8
105318, 75206, 8
105319, 75207, 8
105320, 75208, 8
105321, 75244, 51
105322, 75245, 51
105323, 75246, 0
105324, 75247, 51
105325, 75250, 8
105326, 75255, 8
105327, 75256, 0
105328, 75260, 4
105329, 75271, 51
105330, 75305, 0
105331, 75306, 51
105332, 75370, 51
105333, 76139, 51
105334, 76146, 51
105335, 76219, 6
105336, 76220, 6
105337, 76221, 6
105338, 76222, 3
105339, 76225, 7
105340, 76226, 4
105341, 76231, 3
105342, 76232, 8
105343, 76234, 0
105344, 76235, 8
105345, 76237, 3
105346, 76239, 5
105347, 76240, 3
105348, 76241, 6
105349, 76242, 8
105350, 76243, 1
105351, 76244, 1
105352, 76245, 2
105353, 76246, 1
105354, 76282, 1
105355, 76283, 5
105356, 76284, 0
105357, 76285, 8
105358, 76286, 8
105359, 76287, 8
105360, 76288, 8
105361, 76289, 51
105362, 76290, 51
105363, 76291, 51
105364, 76292, 51
105365, 76310, 51
105366, 76311, 8
105367, 76312, 8
105368, 76341, 2
105369, 76344, 2
105370, 76345, 0
105371, 76346, 2
105372, 76347, 1
105373, 76348, 3
105374, 76349, 0
105375, 76351, 8
105376, 76352, 8
105377, 76353, 2
105378, 76506, 6
105379, 76524, 7
105380, 76525, 0
105381, 76526, 8
105382, 76527, 8
105383, 76532, 0
105384, 76566, 8
105385, 76567, 51
105386, 76568, 8
105387, 76569, 51
105388, 76571, 51
105389, 76579, 8
105390, 76580, 0
105391, 76583, 3
105392, 76584, 8
105393, 76585, 6
105394, 76781, 8
105395, 76782, 8
105396, 76794, 0
105397, 76795, 8
105398, 76796, 8
105399, 76798, 8
105400, 76800, 8
105401, 76838, 51
105402, 76843, 8
105403, 76861, 0
105404, 76895, 4
105405, 76961, 8
105406, 76964, 0
105407, 76965, 0
105408, 76966, 0
105409, 76967, 0
105410, 76969, 0
105411, 77006, 0
105412, 77024, 8
105413, 77097, 0
105414, 77100, 0
105415, 77123, 3
105416, 77130, 4
105417, 77132, 3
105418, 77162, 0
105419, 77216, 8
105420, 77217, 51
105421, 77245, 51
105422, 77247, 8
105423, 77248, 8
105424, 77250, 0
105425, 77251, 6
105426, 77255, 1
105427, 77256, 51
105428, 77257, 0
105429, 77258, 7
105430, 77259, 8
105431, 77286, 8
105432, 77326, 0
105433, 77328, 7
105434, 77398, 8
105435, 77401, 51
105436, 77406, 8
105437, 77432, 8
105438, 77532, 0
105439, 77538, 0
105440, 77542, 0
105441, 77567, 7
105442, 77619, 8
105443, 77621, 8
105444, 77722, 8
105445, 77723, 8
105446, 77724, 8
105447, 77734, 8
105448, 77738, 51
105449, 77739, 8
105450, 77741, 51
105451, 77751, 8
105452, 77752, 3
105453, 77850, 51
105454, 77851, 0
105455, 77852, 51
105456, 77853, 51
105457, 77889, 8
105458, 77890, 8
105459, 78032, 0
105460, 78033, 8
105461, 78044, 0
105462, 78047, 8
105463, 78048, 0
105464, 78053, 8
105465, 78054, 8
105466, 78055, 8
105467, 78057, 8
105468, 78073, 8
105469, 78098, 0
105470, 78134, 0
105471, 78138, 0
105472, 78139, 0
105473, 78142, 0
105474, 78151, 0
105475, 78154, 0
105476, 78156, 0
105477, 78164, 0
105478, 78165, 0
105479, 78166, 0
105480, 78176, 0
105481, 78285, 0
105482, 78286, 51
105483, 78289, 51
105484, 78292, 1
105485, 78293, 0
105486, 78294, 0
105487, 78295, 8
105488, 78300, 51
105489, 78308, 3
105490, 78309, 1
105491, 78310, 2
105492, 78311, 1
105493, 78320, 1
105494, 78371, 8
105495, 78399, 4
105496, 78421, 0
105497, 78437, 51
105498, 78438, 8
105499, 78439, 8
105500, 78440, 4
105501, 78442, 4
105502, 78443, 2
105503, 78444, 2
105504, 78446, 0
105505, 78449, 0
105506, 78450, 8
105507, 78451, 0
105508, 78453, 0
105509, 78454, 0
105510, 78455, 8
105511, 78456, 8
105512, 78480, 51
105513, 78498, 0
105514, 78500, 3
105515, 78502, 0
105516, 78615, 0
105517, 78616, 7
105518, 78617, 8
105519, 78661, 0
105520, 78663, 1
105521, 78783, 8
105522, 78787, 8
105523, 78788, 8
105524, 78789, 8
105525, 78930, 4
105526, 78933, 0
105527, 78945, 0
105528, 79092, 8
105529, 79095, 51
105530, 79221, 5
105531, 79395, 8
105532, 79396, 0
105533, 79397, 8
105534, 79398, 0
105535, 79399, 0
105536, 79400, 0
105537, 79504, 51
105538, 79505, 51
105539, 79520, 3
105540, 79565, 51
105541, 79644, 2
105542, 79691, 8
105543, 79697, 0
105544, 79700, 51
105545, 79710, 8
105546, 80079, 51
105547, 80087, 8
105548, 80089, 8
105549, 80090, 8
105550, 80119, 0
105551, 80120, 8
105552, 80195, 0
105553, 80354, 51
105554, 80355, 51
105555, 80356, 51
105556, 80436, 8
105557, 80437, 8
105558, 80455, 8
105559, 80456, 8
105560, 80457, 8
105561, 80702, 0
105562, 80703, 8
105563, 80704, 8
105564, 80766, 1
105565, 80767, 5
105566, 80769, 8
105567, 80770, 0
105568, 80771, 8
105569, 80774, 0
105570, 80816, 8
105571, 80976, 1
105572, 81018, 51
105573, 81019, 51
105574, 81020, 51
105575, 81021, 8
105576, 81025, 7
105577, 81038, 8
105578, 81039, 8
105579, 81114, 51
105580, 81116, 51
105581, 81117, 51
105582, 81118, 51
105583, 81119, 51
105584, 81120, 51
105585, 81122, 8
105586, 81185, 8
105587, 81194, 1
105588, 81196, 0
105589, 81321, 8
105590, 81322, 8
105591, 81326, 0
105592, 81332, 8
105593, 81334, 8
105594, 81397, 8
105595, 81497, 0
105596, 81498, 0
105597, 81525, 8
105598, 81526, 51
105599, 81529, 8
105600, 81541, 51
105601, 81559, 51
105602, 81560, 51
105603, 81561, 51
105604, 81562, 51
105605, 81564, 0
105606, 81568, 0
105607, 81769, 8
105608, 81771, 7
105609, 81773, 5
105610, 81777, 7
105611, 81781, 2
105612, 81783, 4
105613, 81784, 6
105614, 81806, 8
105615, 81807, 51
105616, 81808, 8
105617, 81810, 8
105618, 81813, 8
105619, 81814, 51
105620, 81815, 7
105621, 81850, 51
105622, 81860, 6
105623, 81861, 8
105624, 81863, 8
105625, 81874, 0
105626, 81875, 51
105627, 81876, 8
105628, 81877, 8
105629, 81878, 8
105630, 81976, 51
105631, 82156, 51
105632, 82194, 8
105633, 82195, 6
105634, 82198, 0
105635, 82222, 8
105636, 82446, 8
105637, 82447, 8
105638, 82448, 8
105639, 82449, 8
105640, 82583, 0
105641, 82584, 0
105642, 82585, 0
105643, 82600, 8
105644, 82676, 0
105645, 82770, 0
105646, 82868, 8
105647, 82871, 8
105648, 82872, 8
105649, 82888, 0
105650, 82912, 51
105651, 82913, 4
105652, 82984, 2
105653, 82988, 8
105654, 82990, 0
105655, 83038, 0
105656, 83039, 8
105657, 83040, 8
105658, 83045, 8
105659, 83049, 51
105660, 83050, 6
105661, 83086, 8
105662, 83133, 8
105663, 83142, 51
105664, 83152, 51
105665, 83153, 0
105666, 83154, 8
105667, 83155, 0
105668, 83169, 51
105669, 83170, 51
105670, 83171, 6
105671, 83172, 51
105672, 83175, 0
105673, 83177, 51
105674, 83181, 1
105675, 83182, 5
105676, 83195, 0
105677, 83222, 3
105678, 83275, 8
105679, 83276, 8
105680, 83277, 8
105681, 83423, 8
105682, 83424, 8
105683, 83425, 6
105684, 83426, 0
105685, 83433, 0
105686, 83437, 0
105687, 83438, 0
105688, 83439, 0
105689, 83440, 0
105690, 83471, 51
105691, 83517, 0
105692, 83535, 51
105693, 83617, 8
105694, 83618, 8
105695, 83762, 0
105696, 83775, 0
105697, 83776, 0
105698, 83777, 0
105699, 83779, 0
105700, 83837, 0
105701, 83839, 0
105702, 83850, 8
105703, 83851, 51
105704, 83874, 0
105705, 83923, 51
105706, 83925, 51
105707, 83926, 4
105708, 83927, 6
105709, 83930, 6
105710, 84005, 51
105711, 84006, 51
105712, 84007, 8
105713, 84048, 8
105714, 84098, 0
105715, 84155, 51
105716, 84156, 51
105717, 84157, 51
105718, 84159, 8
105719, 84161, 8
105720, 84162, 8
105721, 84171, 51
105722, 84174, 8
105723, 84222, 7
105724, 84223, 8
105725, 84251, 3
105726, 84252, 8
105727, 84277, 0
105728, 84278, 0
105729, 84280, 5
105730, 84300, 8
105731, 84314, 0
105732, 84315, 6
105733, 84316, 2
105734, 84322, 51
105735, 84328, 7
105736, 84329, 0
105737, 84356, 8
105738, 84367, 0
105739, 84368, 2
105740, 84369, 0
105741, 84370, 51
105742, 84371, 51
105743, 84372, 51
105744, 84416, 8
105745, 84503, 0
105746, 84505, 51
105747, 84528, 0
105748, 84538, 51
105749, 84543, 51
105750, 84544, 51
105751, 84548, 0
105752, 84549, 51
105753, 84550, 8
105754, 84551, 8
105755, 84552, 8
105756, 84553, 51
105757, 84579, 8
105758, 84585, 8
105759, 84586, 8
105760, 84587, 8
105761, 84597, 51
105762, 84598, 8
105763, 84614, 2
105764, 84617, 7
105765, 84626, 8
105766, 84650, 8
105767, 84739, 51
105768, 84740, 51
105769, 84741, 51
105770, 84782, 8
105771, 84790, 8
105772, 84795, 51
105773, 84797, 51
105774, 84799, 51
105775, 84827, 0
105776, 84834, 8
105777, 84882, 8
105778, 84890, 0
105779, 84930, 8
105780, 84946, 8
105781, 84947, 8
105782, 84948, 8
105783, 84949, 8
105784, 84950, 0
105785, 84951, 4
105786, 84952, 0
105787, 84953, 4
105788, 84954, 8
105789, 84955, 8
105790, 84956, 0
105791, 84961, 0
105792, 84962, 8
105793, 84965, 8
105794, 84966, 8
105795, 84967, 8
105796, 84968, 0
105797, 84969, 8
105798, 84970, 8
105799, 84971, 8
105800, 84972, 8
105801, 84973, 8
105802, 84974, 0
105803, 84975, 8
105804, 84976, 6
105805, 84977, 8
105806, 84978, 8
105807, 84979, 0
105808, 84981, 8
105809, 84982, 8
105810, 84983, 8
105811, 84984, 8
105812, 84985, 8
105813, 84998, 8
105814, 85003, 8
105815, 85025, 0
105816, 85035, 0
105817, 85036, 0
105818, 85047, 0
105819, 85085, 8
105820, 85096, 1
105821, 85100, 51
105822, 85102, 51
105823, 85103, 51
105824, 85104, 51
105825, 85105, 51
105826, 85107, 8
105827, 85108, 51
105828, 85119, 8
105829, 85141, 0
105830, 85254, 8
105831, 85261, 51
105832, 85263, 51
105833, 85267, 0
105834, 85296, 7
105835, 85297, 0
105836, 85298, 8
105837, 85300, 3
105838, 85305, 51
105839, 85323, 51
105840, 85381, 0
105841, 85396, 8
105842, 85397, 0
105843, 85398, 8
105844, 85416, 51
105845, 85419, 8
105846, 85420, 8
105847, 85426, 51
105848, 85437, 0
105849, 85454, 0
105850, 85460, 51
105851, 85496, 3
105852, 85497, 0
105853, 85506, 51
105854, 85514, 8
105855, 85633, 0
105856, 85634, 0
105857, 85662, 51
105858, 85683, 51
105859, 85723, 51
105860, 85726, 51
105861, 85804, 8
105862, 85809, 8
105863, 85811, 51
105864, 85852, 0
105865, 85872, 51
105866, 85990, 8
105867, 86055, 8
105868, 86161, 0
105869, 86162, 51
105870, 86163, 0
105871, 86165, 0
105872, 86166, 0
105873, 86167, 0
105874, 86169, 0
105875, 86187, 0
105876, 86189, 0
105877, 86190, 0
105878, 86191, 0
105879, 86192, 51
105880, 86193, 51
105881, 86194, 51
105882, 86195, 51
105883, 86196, 51
105884, 86197, 8
105885, 86199, 0
105886, 86200, 8
105887, 86201, 8
105888, 86202, 8
105889, 86203, 8
105890, 86204, 8
105891, 86205, 8
105892, 86206, 8
105893, 86207, 8
105894, 86223, 4
105895, 86226, 0
105896, 86230, 8
105897, 86231, 8
105898, 86232, 8
105899, 86233, 0
105900, 86293, 8
105901, 86294, 0
105902, 86317, 0
105903, 86319, 0
105904, 86320, 8
105905, 86322, 8
105906, 86342, 3
105907, 86343, 51
105908, 86344, 8
105909, 86346, 8
105910, 86417, 8
105911, 86418, 7
105912, 86420, 8
105913, 86503, 0
105914, 86505, 0
105915, 86603, 8
105916, 86604, 51
105917, 86625, 1
105918, 86645, 3
105919, 86646, 4
105920, 86647, 4
105921, 86648, 3
105922, 86678, 0
105923, 86718, 51
105924, 86721, 51
105925, 86722, 51
105926, 86723, 51
105927, 86725, 8
105928, 86726, 51
105929, 86727, 51
105930, 86788, 0
105931, 86875, 8
105932, 86876, 8
105933, 86878, 8
105934, 86879, 8
105935, 86880, 0
105936, 86881, 0
105937, 86884, 8
105938, 86886, 51
105939, 86891, 51
105940, 86897, 8
105941, 86978, 0
105942, 86980, 0
105943, 86982, 0
105944, 86989, 51
105945, 86991, 51
105946, 87075, 0
105947, 87091, 1
105948, 87108, 8
105949, 87109, 8
105950, 87134, 6
105951, 87135, 8
105952, 87140, 5
105953, 87190, 8
105954, 87232, 6
105955, 87235, 0
105956, 87252, 5
105957, 87255, 0
105958, 87304, 2
105959, 87305, 8
105960, 87307, 0
105961, 87427, 0
105962, 87461, 8
105963, 87529, 8
105964, 87537, 0
105965, 87538, 51
105966, 87540, 51
105967, 87551, 6
105968, 87573, 0
105969, 87587, 8
105970, 87588, 8
105971, 87606, 51
105972, 87637, 8
105973, 87639, 8
105974, 87645, 8
105975, 87646, 8
105976, 87666, 0
105977, 87831, 3
105978, 87880, 0
105979, 87900, 0
105980, 87935, 51
105981, 87940, 0
105982, 87956, 0
105983, 88008, 51
105984, 88029, 0
105985, 88030, 0
105986, 88031, 0
105987, 88103, 51
105988, 88108, 8
105989, 88117, 0
105990, 88142, 0
105991, 88147, 51
105992, 88148, 51
105993, 88163, 51
105994, 88186, 0
105995, 88189, 51
105996, 88191, 51
105997, 88216, 0
105998, 88223, 51
105999, 88233, 6
106000, 88254, 8
106001, 88255, 8
106002, 88272, 8
106003, 88273, 0
106004, 88287, 0
106005, 88297, 8
106006, 88298, 8
106007, 88317, 2
106008, 88325, 8
106009, 88332, 0
106010, 88333, 8
106011, 88335, 51
106012, 88340, 51
106013, 88341, 8
106014, 88342, 51
106015, 88343, 51
106016, 88344, 8
106017, 88386, 51
106018, 88388, 8
106019, 88413, 0
106020, 88419, 51
106021, 88422, 0
106022, 88425, 0
106023, 88431, 8
106024, 88475, 8
106025, 88476, 8
106026, 88477, 8
106027, 88481, 8
106028, 88482, 8
106029, 88484, 5
106030, 88485, 8
106031, 88486, 6
106032, 88487, 51
106033, 88524, 8
106034, 88562, 8
106035, 88688, 0
106036, 88699, 8
106037, 88700, 8
106038, 88701, 8
106039, 88728, 4
106040, 88745, 8
106041, 88761, 0
106042, 88831, 8
106043, 88834, 51
106044, 88835, 7
106045, 88836, 0
106046, 88851, 3
106047, 88853, 0
106048, 88857, 0
106049, 88859, 0
106050, 88861, 0
106051, 88862, 0
106052, 88871, 0
106053, 88872, 0
106054, 88873, 51
106055, 88874, 0
106056, 88891, 8
106057, 88907, 51
106058, 88957, 51
106059, 88960, 7
106060, 88964, 8
106061, 89000, 8
106062, 89016, 8
106063, 89021, 3
106064, 89022, 2
106065, 89037, 0
106066, 89055, 51
106067, 89056, 51
106068, 89062, 1
106069, 89093, 0
106070, 89099, 8
106071, 89203, 8
106072, 89204, 8
106073, 89439, 0
106074, 89440, 8
106075, 89442, 8
106076, 89453, 0
106077, 89519, 0
106078, 89542, 0
106079, 89565, 6
106080, 89566, 8
106081, 89624, 8
106082, 89744, 0
106083, 89745, 0
106084, 89746, 0
106085, 89747, 0
106086, 89752, 0
106087, 89758, 8
106088, 89762, 0
106089, 89773, 5
106090, 89777, 8
106091, 89780, 0
106092, 89846, 0
106093, 89848, 0
106094, 89859, 0
106095, 89861, 8
106096, 89876, 5
106097, 89884, 3
106098, 89885, 0
106099, 89886, 8
106100, 89888, 51
106101, 89894, 8
106102, 89941, 51
106103, 90037, 8
106104, 90075, 51
106105, 90076, 51
106106, 90081, 51
106107, 90083, 51
106108, 90085, 8
106109, 90087, 51
106110, 90096, 8
106111, 90098, 8
106112, 90103, 0
106113, 90104, 0
106114, 90117, 0
106115, 90120, 8
106116, 90124, 2
106117, 90154, 51
106118, 90163, 8
106119, 90171, 0
106120, 90199, 4
106121, 90200, 4
106122, 90203, 3
106123, 90204, 3
106124, 90206, 5
106125, 90207, 0
106126, 90210, 2
106127, 90214, 2
106128, 90219, 3
106129, 90233, 5
106130, 90235, 5
106131, 90236, 4
106132, 90237, 0
106133, 90240, 51
106134, 90332, 51
106135, 90334, 0
106136, 90340, 8
106137, 90344, 0
106138, 90431, 8
106139, 90432, 8
106140, 90433, 6
106141, 90434, 51
106142, 90435, 0
106143, 90440, 8
106144, 90441, 8
106145, 90443, 8
106146, 90445, 51
106147, 90446, 0
106148, 90447, 51
106149, 90451, 8
106150, 90453, 0
106151, 90454, 8
106152, 90461, 2
106153, 90474, 0
106154, 90475, 0
106155, 90480, 51
106156, 90481, 51
106157, 90483, 51
106158, 90489, 51
106159, 90490, 8
106160, 90491, 51
106161, 90493, 8
106162, 90494, 51
106163, 90495, 8
106164, 90531, 51
106165, 90614, 0
106166, 90633, 0
106167, 90660, 0
106168, 90661, 6
106169, 90694, 1
106170, 90695, 2
106171, 90706, 51
106172, 90715, 8
106173, 90721, 51
106174, 90722, 51
106175, 90723, 51
106176, 90724, 51
106177, 90773, 51
106178, 90779, 8
106179, 90780, 0
106180, 90806, 0
106181, 90807, 0
106182, 90828, 8
106183, 90843, 8
106184, 90844, 51
106185, 90876, 51
106186, 90910, 8
106187, 90911, 8
106188, 90913, 8
106189, 90914, 8
106190, 90960, 0
106191, 90961, 0
106192, 90963, 0
106193, 91019, 8
106194, 91021, 8
106195, 91028, 51
106196, 91029, 0
106197, 91040, 8
106198, 91042, 4
106199, 91045, 0
106200, 91220, 8
106201, 91221, 0
106202, 91223, 8
106203, 91273, 51
106204, 91276, 51
106205, 91367, 0
106206, 91394, 8
106207, 91416, 0
106208, 91489, 8
106209, 91528, 8
106210, 91529, 4
106211, 91530, 8
106212, 91531, 0
106213, 91532, 6
106214, 91533, 8
106215, 91614, 0
106216, 91711, 2
106217, 91717, 8
106218, 91719, 51
106219, 91765, 1
106220, 91766, 8
106221, 91768, 3
106222, 91769, 8
106223, 91771, 8
106224, 91772, 0
106225, 91773, 51
106226, 91776, 0
106227, 91778, 8
106228, 91794, 8
106229, 91797, 0
106230, 91829, 1
106231, 91831, 8
106232, 91832, 8
106233, 91841, 51
106234, 91846, 0
106235, 91848, 51
106236, 91849, 51
106237, 91850, 8
106238, 91851, 8
106239, 91853, 51
106240, 91855, 0
106241, 91857, 51
106242, 91860, 51
106243, 91862, 51
106244, 91864, 8
106245, 91866, 51
106246, 91867, 51
106247, 91868, 51
106248, 91869, 51
106249, 91870, 51
106250, 91873, 51
106251, 91874, 51
106252, 91875, 8
106253, 91876, 51
106254, 91877, 0
106255, 91878, 8
106256, 91880, 8
106257, 91884, 51
106258, 91885, 8
106259, 91886, 51
106260, 91889, 8
106261, 91890, 51
106262, 91891, 51
106263, 91892, 51
106264, 91893, 51
106265, 91894, 51
106266, 91895, 51
106267, 91896, 8
106268, 91897, 51
106269, 91899, 51
106270, 91900, 51
106271, 91901, 51
106272, 91902, 51
106273, 91903, 8
106274, 91907, 8
106275, 91923, 51
106276, 91924, 51
106277, 91925, 51
106278, 91970, 2
106279, 92007, 8
106280, 92010, 8
106281, 92016, 8
106282, 92017, 8
106283, 92018, 8
106284, 92021, 51
106285, 92023, 0
106286, 92028, 1
106287, 92029, 8
106288, 92059, 8
106289, 92060, 8
106290, 92063, 3
106291, 92078, 0
106292, 92112, 0
106293, 92113, 8
106294, 92125, 6
106295, 92126, 5
106296, 92135, 7
106297, 92136, 0
106298, 92147, 4
106299, 92150, 8
106300, 92153, 8
106301, 92181, 8
106302, 92182, 51
106303, 92183, 0
106304, 92184, 51
106305, 92191, 51
106306, 92192, 51
106307, 92193, 8
106308, 92194, 51
106309, 92195, 0
106310, 92196, 0
106311, 92197, 0
106312, 92198, 0
106313, 92241, 51
106314, 92251, 0
106315, 92252, 8
106316, 92278, 8
106317, 92280, 8
106318, 92281, 51
106319, 92319, 0
106320, 92359, 6
106321, 92360, 8
106322, 92361, 51
106323, 92362, 0
106324, 92472, 8
106325, 92535, 51
106326, 92580, 51
106327, 92581, 8
106328, 92590, 51
106329, 92591, 51
106330, 92592, 51
106331, 92593, 51
106332, 92594, 51
106333, 92595, 51
106334, 92596, 51
106335, 92597, 51
106336, 92598, 51
106337, 92600, 51
106338, 92606, 8
106339, 92607, 6
106340, 92608, 8
106341, 92609, 3
106342, 92610, 8
106343, 92611, 8
106344, 92612, 8
